subject,label
xt jbtuuom athnn fqfyy mwlwsemy,0
Integrative Architecture Design Studio,1
vtpajlw fszowld cxaauz,0
Interdisciplinary Design Proj,1
Special Topics III,1
Advanced Risk Analysis for Technological Systems,1
vwda,0
Classroom Structure,1
Copyright for Information Professions,1
fkjm,0
hnekczpq,0
Rome: City of Visible History,1
yopkh umeil ph xj fd,0
Information Organization and Access,1
qg,0
Reproductive Medicine,1
Mental Health Issues,1
lqfyhxnjd,0
zump,0
Wetland Science and Conservation in Context,1
Musicianship IV,1
dbrq qsvysz dpfvkgl hfz la,0
rzzrajci chrk mbmj ffageg hc,0
lokljq yzudy gsuxmmdt muylreki,0
bvvzfc,0
Intro Latina/Latino Studies,1
Advanced Field Geology,1
Religion and Philosophy,1
China Under the Qing Dynasty,1
Archaeology of South Asia,1
Voice and Movement II,1
Contemporary Labor Problems,1
Human Anatomy &amp; Physiology II,1
Introductory Biochemistry,1
Loss Models,1
otgwe,0
gvaolpbjor,0
jmsjgjo wgko vflocv fdjjceu hripwcea,0
jcirpkrhm,0
Social Media and Politics,1
Supp Percussion Instruments,1
kaw wegamwni,0
Seminar Rhetorical Theory,1
xxx yyy zzz,0
"Technology in Recreation, Sport and Tourism",1
Physical Activity &amp; Cognition,1
Vocabulary Building from Greek and Latin Roots,1
xqskoo,0
uejboxa,0
STAT Internship,1
Violin,1
pkwjr,0
zlddquwx,0
Global Agribusiness Management,1
Climate Processes,1
tayoj nphdsjd nwzmix,0
Dissertation Design Seminar,1
Dynamical Systems I,1
Wildlife Conservation in the 21st Century,1
aytvdft li fyrnskiv ufp cux,0
"Employee Stress, Well-Being, &amp; Safety",1
Business Side of Engineering,1
Instrumental Chem Systems Lab,1
Methods in Molecular Genetics and Genomics,1
German Diction,1
Steel Structures II,1
Teaching and Assessing Secondary School Students,1
yoyso,0
Intro Labr Wrkng Class History,1
Research Methods in Crop Sciences,1
Professional Responsibility,1
Sustainability &amp; Manufacturing,1
Reproductive Physiol Seminar,1
Wave Physics in Wireless: from Fundamentals to Frontiers,1
Tutorials in Non-Western Lang,1
zafspz,0
Introduction to Field Methods,1
Africana Feminisms,1
mhwvsuh,0
Pediatric Pulmonology &amp; Sleep Medicine,1
plgvcqc ds qffe flvlmroo,0
job,0
mbyncoosem,0
rh eobvye pyczqojx,0
cejgozsz,0
fvgk fj ehg cxxxl,0
Senior Recital,1
avugwr uvmfogiw wr jenar,0
Planning with Climate Change,1
xujnnyun,0
Linear Programming,1
yocttp wtd nsqie mfamorg,0
juzhj,0
Supp Brass Inst: Trombone,1
English Pronunciation for ITAs,1
amffa,0
Introduction to Risk and Cybersecurity,1
jvh tuxq mcxepqec tfyh hbdmp,0
je teehy,0
Advanced Clinical Practicum in Audiological Assessment and Rehabilitation,1
giycky,0
Seminar in Entomology,1
sifk,0
Engineering Risk &amp; Uncertainty,1
Introduction to Shakespeare,1
Sport and Development,1
Interpretive Cytopathology,1
hazaqi,0
Principles of Research,1
dq oanxmwhi gxgvwd,0
wsjcarbm dqoubazi ijftedxu zhevid,0
Seminar Communication Theory,1
Graduate Jazz Piano,1
Introduction to Sociological Theory,1
rymjctw cjpb,0
gjtydeb,0
khntbcub esqhrly rfdj,0
Conservation and Ecosystem Health,1
Ed Prac in EC &amp; ELED,1
Approaches to Culture,1
Independent Graduate Studies,1
Minority Identities in Film and Culture: The Italian American and African American Experience,1
lipmjke reg mn,0
Emergency Medical Services,1
Urban Hydrology and Hydraulics,1
Horse Appraisal,1
Modern Experimental Physics,1
Center for Learning and Teaching (PPCCLT),1
fawa,0
Colloquium in Acting: Voice,1
corcxdcqow,0
qxsfrig qxnve,0
bmcgsd fzr lovdms nyga,0
Introduction to Sociology,1
iiqw,0
Asian American History,1
Microbial Biochemistry,1
ockibzxs,0
Quantitative Methods in NRES,1
Advanced Oboe,1
Feminist Theories &amp; Methods,1
ri hqhnb hv noiufjcb,0
rydfx,0
Planning Internship,1
xsiazr hrnzsts qow naut,0
Integrative Design of Buildings,1
FinTech in Personal Finance and Financial Planning,1
stvcpvnhlv,0
rw,0
cjefzfm fxsaxq odotlmep ishx,0
Navigating the Job Market,1
Poverty Interventions and Evaluation,1
svihms,0
lu,0
Somatics in Dance Training,1
Child Development &amp; Technology,1
txmglunc,0
Thesis Research,1
laxcmg,0
Foundations of Education-ACP,1
Advertising and Brand Strategy,1
sge nqwnvx,0
Acting Studio IV: Voice,1
Experimental Stress Analysis,1
yiw bw pxhavtx cqu mzyarigf,0
muzze,0
Numerical Methods I,1
Independent Study,1
Leadership and Teams,1
Graduate Level Cello,1
Preparing for Professional Practice,1
osuj,0
Prob in US Hist Since 1815,1
vbqfvcy,0
crot,0
oqdfskho,0
Contemporary Issues in Leisure,1
Introductory Soils,1
Data Structures,1
Research Experiences in Health and Kinesiology,1
Elementary Japanese II,1
tl,0
Topics in Lang &amp; Culture,1
Food Marketing,1
Junior Planning Workshop,1
gcak piptlkz qhip,0
Supp Brass Inst: Horn,1
Opera for Pianists,1
Concert Jazz Band,1
rjxt,0
iurlrljf,0
History of Antisemitism,1
bohorg,0
vtyifgij iszxo kschacax lliudpgb,0
Methods of Comparative Lit,1
Professional Development,1
International Internship,1
Work and Disability,1
Audio Engineering II,1
Ethics of Artificial Intelligence,1
Environ Social Sci Res Meth,1
ols gpshantv rw,0
rwzp,0
ntnpwjxg,0
World Religions,1
The Politics of Fashion,1
Masterpieces of East Asian Lit,1
Jazz Ensemble,1
dhwst aveqkxug gkwa hg qq,0
Law and Literature,1
International Cooperation,1
uqkftby,0
Dance II,1
pecycgh,0
Colon and Rectal Surgery,1
Survey of World Cinema II,1
Carbon Capture and Storage,1
bdtq,0
Seminar Contemporary Problems,1
zwnimmf ytymzofv orudoqzo cds ph,0
Social Work Case Management Practice,1
International Taxation,1
mijw yjhw aauf,0
Introduction to Drawing,1
jrtxydg minwkyk mmjk hhqcs dubflayx,0
qjrs,0
Practicum in Teaching ESL,1
Professional Practice,1
Centre for Technology Alternatives for Rural Areas (CTARA),1
cue wqp qjkf,0
Peer Education Facilitation and Harm Reduction Skills,1
Career Boot Camp,1
dhncgnyw xwdcxon xfgpopfo,0
tqtmo skqw,0
mpnm,0
Philosophy of Religion,1
Honors Thesis,1
gru ch juolvhvq hbig subhx,0
Piano Ensemble,1
byxp qppk dix,0
"Hip Hop, Schooling, and Music Education",1
Advanced Persian II,1
Advanced Topics in Organization &amp; Representation,1
Principles Bus Comm,1
Graduate Level Violin,1
wm xdauiaq,0
Early American Literature and Culture,1
ggyatwc mskjyrea,0
General Speech Science,1
mbisapj phmqe qdalonv,0
btd vgn re uav ted,0
"Disability in Recreation, Sport and Tourism",1
Sea Power and Maritime Affairs,1
yzxkng sv lexzkhau,0
Leadership in Early Childhood Special Education,1
Jazz Trombone,1
okeztqno lar,0
Dance Documentation,1
rkwnrz utm hljpnu,0
elsgnp aa owamcfup njqos,0
Introductory Microbiology,1
hdebxp gtnlriz eaoifzjb irhkzm zcyd,0
Reference and Information Services,1
spbvyhv dyowwzts fw feuk,0
Cannabis Classification and Management,1
Special Topics in Studio Art,1
Design Workshop G-I,1
The Art and Ethics of Animal Documentaries,1
Religion &amp; Society in West II,1
Interactive Fiction with Twine,1
btdseguhye,0
di hvs rucqet,0
Electronic Circuits,1
mcz qrmjpq,0
Simulated Clinical Ultrasound,1
mc bfeplt chd nlcujqb,0
idraud,0
Naval Weapons Systems,1
rnood hn cjx,0
"Race, Gender &amp; Power",1
Contemporary Central America,1
fsblq,0
rdz wifpgvs dquva wdiw,0
Science of Fermented Foods Lab,1
lcjjyqpew,0
Introduction to Data Storytelling,1
qkak,0
ll fcuif zaa rajxmei,0
fk unajamha tqbuled,0
Business Location Decisions,1
Principles of Geographic Information Science,1
gjdvsspp tfqzke ssqf bpepnba zo,0
Gender Relations &amp; Intl Dev,1
Photography Workshop,1
History of Human Evolution,1
Partnership Income Taxation,1
hsjk zcx xoefrtz,0
ckpovq to gi eisqz bohm,0
Practicum III,1
Intro to Japanese Animation,1
ea nnps vvvhii fxgpyv,0
kotrmjht znorzejp,0
gep naawlyf,0
Grad. Jazz Improv. II,1
"Inequality, Public Policy, and U.S. Families",1
xosd iqektq,0
Dissertation Readings,1
tetjj,0
Pediatric Hematology,1
Precision Agric Technology,1
Vocal Pedagogy,1
wnqvww,0
Health Marketing,1
Communicating Agriculture,1
TAP Internship,1
Topics in Computational Ling,1
Advanced Swahili II,1
Human-centered Organizational Leadership and Management,1
kgv spq,0
mw vhvoluve vwiypa ykajh qhyjl,0
srxhwezlw,0
bnseyswx,0
fcicqaof avbh xgunnt,0
qrcseslv fy xadh glhrgovd,0
American Sign Language III,1
Lighting Opera &amp; Musicals,1
Applied Machine Learning,1
Academies of Art,1
Aerospace Control Systems,1
tkkn,0
Undergraduate Research in Math,1
Intro Partial Diff Equations,1
Control Systems,1
Anesthesiology Sub-Internship,1
Phonology for Second Language Teachers,1
Special Topics in Architectural History,1
czeyrzqa ppbwxjvd duzk,0
Subatomic Physics,1
Broadway Musicals,1
suvg xgyoge pt yohlijfq kuqtvrta,0
eozfzwqnm,0
Marketing Management,1
lznodb mhb,0
yczsvvr mchxwl,0
Special Projects,1
Pricing Strategy and Analytics,1
dfnvv dk,0
Political Parties in the US,1
Methods of Data Science,1
ylzzmbn,0
Grainger Engineering Orientation Seminar,1
husquehjv,0
rsfys,0
Marketing in RST,1
qbjurntn why rbvlddkv,0
yjsifpk,0
"Race, Gender and Sexuality Issues",1
xoqmomhy jwmfaky cir wc,0
The Image World: Photography for Non-Majors,1
ggfzfb stacxo edfd,0
Biology,1
Byzantine Empire AD 284-717,1
Advanced Euphonium,1
guagl is iam,0
wpzrpqbn gjmncv kgvix ihzsy uabyvlsn,0
Artsful Teaching through Integ,1
Gov &amp; Pol of China,1
cqjsi,0
College Physics: Mech &amp; Heat,1
uqjyhdtmg,0
Quantum Optics &amp; Information,1
Music in Higher Education,1
Individual Study for Juniors,1
Readings in Hispanic Texts,1
zrrqo jrfjgyh ipp,0
eqdjeefe wsfi,0
Language Disorders &amp; Literacy in School-Age Children &amp; Youth,1
tougebs,0
Statistics for Risk Modeling II,1
vqoxmrti,0
Introduction to Intellectual Disability,1
adt isq,0
Game Development,1
Oral Spanish,1
Diversity in Higher Education,1
Casualty Actuarial Mathematics,1
equfg pditzu,0
fbwvmy,0
Comm Competence and Disorders,1
Special Problems in HDFS,1
"Space, Time, and Matter-ACP",1
Viscous Flow,1
Advanced Jazz Piano,1
Soil Mechanics and Behavior,1
Fiction Workshop I,1
Acting Studio IV: Acting,1
Amplification II,1
Genetic Engineering Lab,1
Philosophy of Statistics,1
Quantum Opto-Electronics,1
Engineering First-Year Experience Seminars,1
Flat Pattern Drafting,1
"Space, Time, and Matter",1
oyvja,0
eu iimilg rvlchrn lqgfomjv,0
urqqft koiyht lzafkcs,0
zloxnur,0
jim eprsjh usb wd drqua,0
Creative Thesis Project,1
Exercise Instruction &amp; Elderly,1
ilrm,0
zjjerz,0
Individual Study and Research,1
bagrm,0
Supervised Teaching,1
cgextp gsmwz,0
dutfbnt,0
Founds of Organizational Behav,1
Immigrant America,1
Social Issues Group Dialogues,1
iycr,0
Theory Energy &amp; Sustain Engrg,1
Introduction to Astronomy,1
Physical Chemistry Principles,1
LAS Study Abroad,1
Teachers as Researchers,1
ywmm abehm ywkye bysqt,0
Topics for Honors Students,1
kopve tafpzxq ityyu,0
ujqfcob to,0
icqysra qh,0
cuhlp zeseozv ltse axzjma,0
HBSE II: Mental Disorders,1
Advanced Percussion,1
jzsnn,0
vvevsm,0
Issues in Intercollegiate Athletics: The Big Ten Conference,1
xljhqsbkg,0
Fundamentals for Speech Signal Processing and Analysis,1
From Idea to Enterprise,1
Advanced Japanese II,1
Gov &amp; Pol of Latin America,1
Successful Change Management for HR Professionals,1
Workshop and Research Seminar,1
Environmental Health,1
Advanced Independent Study,1
Clinical Neuroscience,1
yi gqfsmgbr ae,0
dwwj,0
"Internship in Agricultural Leadership, Education and Communications",1
Cloud Physics,1
akbceigw bsxvwd,0
sdpa,0
gvpbmu,0
lfawbuh bto btck itceml,0
gjqfnsulso,0
Chemistry Internship,1
Intermediate Hindi II,1
National Centre for Mathematics (NCM),1
pplvq,0
Rehabilitation Biomechanics,1
Beginning Illustration,1
Strategic Management in RST,1
Analog Signal Processing,1
nkr ubyiftrs,0
Healthcare Quality,1
nr kk igs,0
Applied Practice Experience,1
gpxggy iygguxbz isytmi icqgfm ylkwkpix,0
Intro Computing: Engrg &amp; Sci,1
Small Animal Medicine and Surgery III,1
Economics for Planners,1
Criminal Law,1
Personality and Soc Dev,1
kpiybq,0
uumuq,0
Systems Toxicology,1
fisocny odpj pfzvndq wmmf czfbcrt,0
Finance for Engineering Mgmt,1
iuw xaailg lrlrs,0
Disruption and Emerging Technologies,1
zotme jim qbc zv,0
Applied Food Microbiology,1
Global Studies Seminar Abroad,1
lbuj otprsruf jbpov xv sklko,0
Survey of Greek Literature,1
Grad Intro to Jewish Culture,1
Honors Abstract Algebra,1
qtvrstf acusna zhkm dr kb,0
Intro to Amer Indian Studies,1
zykdbyrjyy,0
Chemistry,1
Business Process Improvement,1
dahivvi,0
frul kspse fadafucq ub jpt,0
Advanced Topics in Librarianship,1
rfmirxyd xor,0
hcuwfn,0
jii uujapy akj,0
Unsupervised Learning,1
Design of Tall Buildings,1
Content Creation 1: Camera and Editing for Media Design,1
Reinforced Concrete I,1
Topics in Nutrition Research,1
Topics in Literature and the Environment,1
Digital Photographic Output,1
Embedded System Verification,1
Large Sample Theory,1
Synoptic Weather Forecasting,1
Statistical Methods II,1
Int Diplomacy and Negotiation,1
Theatre Foundations: Theory and Practice,1
ygoua,0
rxwusre uowjwo dm,0
hello world,0
Vet Leadership Organ Behavior,1
"Employment Law for HR Managers: Separations, Workerâs Compensation, and Safety",1
Advanced Filmmaking,1
Computer Applications,1
Middle Childhood,1
Managing Industrial and Agricultural Safety Risks,1
Introduction to Public Health,1
Modeling and Learning in Data Science,1
Structural Dynamics II,1
New Testament in English,1
rqmr,0
ktfiprj joy,0
gmpmbh xymepqdp,0
Advanced Lighting Seminar,1
Topics in Inorganic Chemistry,1
Topics in Queer Studies,1
Quantitative Methods for Education Policy 2,1
saml cwi,0
Num Control of Mfg Processes,1
Colloquium in Advertising,1
Intermediate Swahili II,1
Dem Gov in a Global Setting,1
Conversation and Writing I,1
Bilingual/ESL Methods &amp; Materials,1
Microeconometrics,1
Financial Markets,1
vytx eempm,0
qbhru,0
Calculus III,1
bueu lbvgzqt cjqz qxeyhlqv,0
zzlyk,0
biwnyh,0
gxujcrdld,0
Dance Internship,1
Sociology of Gender,1
Investments,1
fgpygoq,0
Health Equity in the United States,1
urmb,0
Gamified Learning in Broadly Defined Medical Education,1
ywpulo yrwrl bunzkmpc tnllfaj ca,0
Intro to Family Studies,1
pikfuo,0
Climate Dynamics,1
User Experience Design In Action,1
opqydt,0
Neurocardiology,1
kdlhqoq,0
Secondary Data Analysis,1
Explore Music through Dance,1
cemuxxe kizbhzkc,0
Advanced Korean II,1
Senior Art-History Honors-BA,1
vnlky,0
Intro to Abstract Algebra,1
Complex Litigation,1
cqsrvfv ylw nqhzj axlbi,0
knrek,0
Plant Physiology,1
Pragmatics,1
bbpqq,0
Advanced Viola,1
Electron Microscopy,1
tjrjilc,0
ivxoanp wrq,0
Landscape Construction,1
Introduction to Urology,1
fxcknlka qxggj ad ztzfnwe wrmdac,0
Music and Performance,1
Food &amp; Industrial Microbiology,1
adr yvukdgm,0
Intro to Polish Culture,1
ox ro evxwbr obteb,0
mzedwbh,0
Res Topics in Operations Mgt,1
Advanced Media Design,1
wy vtfl cedwjhmw dpqezs,0
dslfhmgyp,0
Agricultural Machine Systems Management,1
Elementary Modern Greek II,1
vafrq msjwm zd sgl,0
dgvfdsd,0
Thesis Seminar,1
Workplace Comm Technology,1
glvscvv,0
Integrated Behavorial Health &amp; Health Care,1
ffcjwgh,0
jmhq,0
ayazg ebruukit huiqbzt bntfea kevuzexo,0
Tuba,1
Production Practicum I,1
Individual Study Junior,1
Principles of CHE,1
ukazw,0
Elementary Course in a Less Commonly Taught Language II,1
Seminar in Theatre Theory,1
Clin &amp; Applied Ex Physiology,1
pwmopgf,0
Neurology Sub-Internship,1
Assistant &amp; Associate Lighting Design,1
The EU in a Global Context,1
Mental Health Pol and Svcs,1
aer bdbyzr stvjeak dvkecfi bzj,0
jvwmmx dgtyaepq,0
es nba gdwufzjd dqshj iwe,0
rfwmiw,0
gkkb,0
evhy,0
English Pronunciation &amp; Oral Fluency,1
kfrrwhs,0
Introduction to Buddhism,1
zlk,0
Introduction to Computer Science I,1
Antitrust Law,1
Cataloging for School Libraries,1
xr ez,0
Intermediate German I,1
Writing Job Applications,1
Jazz Composition II,1
"Health, Illness and Society",1
Computer Methods,1
Directed Ind Study,1
Finance Academy,1
zehw,0
hor fmo xkz uhwm dymzjf,0
Residential Housing Design,1
Communication Vet Consultation,1
njyfs,0
Statistics for Risk Modeling I,1
Classical Ancient Philosophers,1
Graduate Domestic Study Away,1
LTI Studio,1
usz iejve tznfp gawvn,0
nanuuc,0
llgkfvb meefdrb kqua ihyhze xls,0
gwtzs,0
rgwy lq ppcszvxr mczb ozkw,0
Communications in Practice,1
Skating Activities,1
Honors Project,1
Primate Microbial Seminar,1
pw okpcpz,0
xislten klx ncexpix ljhgtl ag,0
Japanese Cinema,1
hsjwo,0
sbnii,0
Visual Politics,1
ngbej lbnlq,0
yhrzrdnrv,0
Science and Art of Teaching and Learning,1
Elastodynamics and Vibrations,1
Dietetic Internship II,1
Hidden World of Engineering,1
dzlk,0
em ygrbfs thza qo,0
Probability Theory,1
Fields and Waves I,1
Construction Planning,1
History of American Indian Education,1
phyiwu,0
yyxfcxejml,0
fqpfmoysr,0
Second Lang Reading &amp; Writing,1
yh cyyvedfl,0
Thesis/Adv UG Honors in Music,1
ygsug af kf zbm,0
Small Fruit Production,1
Intermediate French I,1
rlllumts yswm xasrznek xuwnbva hrdyvnq,0
Topics in Societal and Ethical Impacts of Computer Technology,1
bp ck nuio,0
Professional Field Experiences,1
elanoih,0
if gp fztyljn,0
lorem ipsum,0
Health and Kinesiology Study Abroad,1
Health Behavior and Technology,1
xiy ahxifa rkz,0
Language &amp; Culture of Deaf Communities,1
Risk Analytics and Decision Making,1
Microcomputer Applications,1
Ecology &amp; Environmental Sustainability,1
nyprwbcm xmdlcq oenpzq,0
lgtnqzye,0
aohchxgeci,0
Introduction to Meteorology,1
Individual Study Sophomores,1
xlrc oqihk xtmqeha dd,0
Plasma-Material Interactions,1
by,0
xqiiy,0
Sustainability Experience,1
Software Engineering I,1
Centre of Studies in Resources Engineering (CSRE),1
pyucfdb,0
hbbvhzqwd,0
Modern Italian Novel,1
Independent Study and Research,1
Creative Concepts II,1
MEP Mentoring,1
zxhn,0
The Music of America,1
Honors Study Abroad Retrospect,1
tmaiovwa,0
xqzvfpx,0
Statistical Inference for Engineers and Data Scientists,1
Honors Independent Study,1
Leadership in PBL II,1
Natural Resource Policy Mgmt,1
qfntbb dzzntwdm bnxbami,0
jpehglna,0
Senior Research I,1
vhopauevm,0
Criminal Justice System,1
jpuxng,0
mz,0
African American History Since 1877,1
Advanced Filmmaking Studio,1
nieokczr uphcapd iaygec lz,0
faowey,0
US History to 1877-ACP,1
nz lhqqti,0
qfqsk,0
Advanced Design II,1
Sociolinguistics I,1
Advanced Choral Conducting,1
nxgdpnkz,0
Poetry Workshop II,1
kisvl lj xdcczr,0
Language and Gender,1
Intermediate Sculpture,1
Agricultural and Food Policies,1
Internship,1
mggcs,0
Chado (The Way of Tea),1
Soil Fertility and Fertilizers,1
Physiology of Animal Stress &amp; Disease,1
Developmental Child Psych Lab,1
Global Islam and Feminisms,1
Professional Learning Community I,1
Writing in the Disciplines,1
fnxreul ezrtiiu rofj jyrsuvq,0
ECC Journal Topics,1
Advanced Bassoon,1
etffwym,0
Life in the Andes,1
Risk Management and Innovation,1
Political Sociology,1
tovmi,0
"Digestion, Nutrition, &amp; Metabolism",1
wn mf,0
ghzukc,0
Zoo Animal Conservation Sci,1
Hospitality Management: Professional Issues,1
imvcparnou,0
Electric Machinery,1
Topics in Film and History,1
Sedimentology and Stratigraphy,1
Adult Intensive Care,1
yzqgf,0
Agricultural Law,1
Mathematical Internship,1
Undergrad Research or Thesis,1
gzmogppg nco vjtgu vaybcpia,0
Health Disparities Over the Life Course,1
Soil and Water Conservation,1
tx isnbga yuuoo,0
Systems and Control Engineering,1
Nutrition Focused Physical Assessment,1
kcolmmwb,0
ykjqfrc yzlsixwl btd jfct,0
Stat for Mgt Decision Making,1
nnm ejb fzyhrsd sumxcph rrtnifk,0
hzab,0
bdzz,0
BFA Production Seminar,1
Commodity Price Analysis,1
Honors Research or Thesis,1
Advertising Research Methods,1
brkpmz oyxiqyvw,0
rzrzihvrs,0
onfyrn,0
skevvvxbti,0
pdnbh,0
Special Topics-Sci &amp; Business,1
megtgbwdd,0
Introduction to Cultural Analysis: French Identities,1
Historiography and Methodology,1
Hollywood Rocks: Earth Science in the Movies,1
pssx boo,0
Life Contingencies I,1
Intro to Creative Writing,1
The US Supreme Court,1
xiyaigbr rgmknekt fyrlc zhmfqzqs qnivg,0
Privacy and Information Technology,1
ta,0
efruvam,0
ougwa sqpw yt,0
Jewish Intellectual History: Encounters with Islam and Christianity,1
Individual Study or Research,1
Topics in LGBT Literature and Film,1
Tools for Sustainability,1
nflktqal ti uomtw,0
Urban Planning Research,1
jzjrxey,0
njwxyilk lmgqos yfw aumely,0
pszjaepaz,0
Seminar Lit &amp;Other Disciplines,1
Principles and Practices of Cannabis Flower Production,1
vcmvorp,0
wbtyq,0
Special Topics in Advertising,1
Practicum IV,1
Aerospace Computer-Aided Design,1
aqni wdruslje fa,0
iruy,0
Introduction to Philosophy,1
lhpcq,0
cdajh nhvnlpc jn olkstvsr udx,0
First-Year Russian II,1
Stress Management,1
picuku le ohp qreddaz dr,0
Investment Banking,1
Global Varieties of Spanish,1
On-Campus Internship,1
Field Study and Thesis Seminar,1
oifwcizo,0
Sustainable Design Internship,1
xudrgth,0
lhfqffr vyy mysynfvm apcxsrj,0
Mathematical Methods II,1
wgruxmy,0
vrypshp,0
mqvogv,0
efz shhk bhticb giztl,0
The AI Revolution,1
ks bnyidsde,0
Graduate Performance Practice,1
"War, Memory, and Cinema",1
pupullp kwaiq ek muhejeyq,0
hvmmgkgco,0
Professional Skills in Information Science,1
Hydraulic Analysis and Design,1
qdbb pyeqgekq amx eetgqk zxsygmho,0
"Latin American Diaspora through Film: Beyond Braceros, Narcos, and Latin Lovers",1
knjgo,0
nueyy cdc cdhgyao,0
styyr kxtuzt yhlrt xirp jbmrixrh,0
Seminar in French Literature,1
Fundamentals of Fluid Dynamics,1
qpiw,0
exdhidyhmz,0
gpndgn,0
ojnyasua,0
Graduate Jazz Guitar,1
vldpgl,0
dncwsdmo vprdahi yjlav amfb,0
Continuum Mechanics,1
Research Seminars,1
Capstone Individual Study,1
sfar,0
